,SKEW_Index
2008-07-31,139.42000636919707
2008-08-01,134.80513258142616
2008-08-04,145.12703285375642
2008-08-05,136.07042218595245
2008-08-06,134.30034364032053
2008-08-07,144.08940983353733
2008-08-08,142.87082104181926
2008-08-11,131.38157310720493
2008-08-12,144.2750081735511
2008-08-13,136.29203680452972
2008-08-14,138.1294773621804
2008-08-15,140.93510053846967
2008-08-18,142.9331244130841
2008-08-19,142.22739587343762
2008-08-20,139.75090834547
2008-08-21,137.87678335542046
2008-08-22,142.06110346782725
2008-08-25,139.40806081327887
2008-08-26,149.02677229562963
2008-08-27,142.9320450498495
2008-08-28,135.38292187504823
2008-08-29,137.61200024313175
2008-09-01,140.24096088629915
2008-09-02,146.49715607535228
2008-09-03,147.05552504556067
2008-09-04,138.01932639817218
2008-09-05,135.3318289170528
2008-09-08,134.69251179396906
2008-09-09,141.2621437860789
2008-09-10,151.51892154608745
2008-09-11,142.69547052127552
2008-09-12,132.03043736657997
2008-09-15,136.36997948377
2008-09-16,136.88042899077544
2008-09-17,135.88998739942548
2008-09-18,138.06053087532888
2008-09-19,141.8469743050997
2008-09-22,143.40990584661324
2008-09-23,145.45881745458323
2008-09-24,142.62101286523588
2008-09-25,130.2292487983558
2008-09-26,134.71347706234343
2008-09-29,139.20952981570406
2008-09-30,140.73639927883738
2008-10-01,144.30709179938128
2008-10-02,140.21592088108386
2008-10-03,140.25353626931837
2008-10-06,141.1889868156953
2008-10-07,138.72489130609398
2008-10-08,140.43442569938907
2008-10-09,145.62916089505876
2008-10-10,139.58044550607997
2008-10-13,139.8489363660786
2008-10-14,139.83207297616406
2008-10-15,146.48886906895586
2008-10-16,134.4597333658528
2008-10-17,148.879234473956
2008-10-20,134.11809072742244
2008-10-21,136.7288986933612
2008-10-22,143.7236913485766
2008-10-23,145.15158347736838
2008-10-24,132.98250491500755
2008-10-27,134.53649068376455
2008-10-28,141.38921404735925
2008-10-29,151.722096938819
2008-10-30,146.23131390499339
2008-10-31,138.75951475184095
2008-11-03,127.90435430962123
2008-11-04,140.4082136721058
2008-11-05,141.81148401823276
2008-11-06,138.08652429458598
2008-11-07,135.74638004726702
2008-11-10,140.79582630160695
2008-11-11,135.2886940305302
2008-11-12,149.36224330404363
2008-11-13,147.5837239876691
2008-11-14,143.2895631579638
2008-11-17,140.44855284559657
2008-11-18,136.6991795669322
2008-11-19,139.8960640805455
2008-11-20,148.1964856760364
2008-11-21,144.34327029218315
2008-11-24,141.01846139238228
2008-11-25,144.619871670838
2008-11-26,142.72805331690415
2008-11-27,141.98138769943438
2008-11-28,144.9028162949577
2008-12-01,142.5851382241238
2008-12-02,144.2927573505169
2008-12-03,140.80693524817255
2008-12-04,138.7293708840495
2008-12-05,137.25918560529925
2008-12-08,136.6634519726452
2008-12-09,131.97414778779233
2008-12-10,135.4403002659417
2008-12-11,135.2957323520891
2008-12-12,137.46327402007984
2008-12-15,147.81122105319145
2008-12-16,139.21219022223113
2008-12-17,141.20883444942154
2008-12-18,141.36659822255962
2008-12-19,147.93790456421183
2008-12-22,137.12207273077354
2008-12-23,138.8873895987097
2008-12-24,139.46900314112906
2008-12-25,145.68267427887383
2008-12-26,146.72052846877227
2008-12-29,142.3729190984697
2008-12-30,146.16454687030938
2008-12-31,140.88830498234495
2009-01-01,119.13698376191589
2009-01-02,125.89362043292812
2009-01-05,122.43808837616899
2009-01-06,116.3223466704621
2009-01-07,124.98710469062175
2009-01-08,118.9575368448986
2009-01-09,118.34588238637897
2009-01-12,124.46502184099856
2009-01-13,119.55583929577543
2009-01-14,121.94479268020145
2009-01-15,123.309697920354
2009-01-16,116.08528460363807
2009-01-19,121.92425282341101
2009-01-20,126.74736552630812
2009-01-21,115.21766428130195
2009-01-22,122.24954444415614
2009-01-23,115.85266132709856
2009-01-26,125.106988419202
2009-01-27,125.05952791874886
2009-01-28,118.22838829875451
2009-01-29,131.0481432609543
2009-01-30,125.53312654568643
2009-02-02,123.53464492568085
2009-02-03,123.25305448053068
2009-02-04,124.91963454603112
2009-02-05,115.0217879637792
2009-02-06,120.97303799230512
2009-02-09,121.91595192688663
2009-02-10,117.9993196834872
2009-02-11,122.32397634721983
2009-02-12,126.15847150217003
2009-02-13,117.89115456117047
2009-02-16,119.72787849814347
2009-02-17,115.89707352073027
2009-02-18,111.06505495094603
2009-02-19,123.89466090260255
2009-02-20,119.87133102580377
2009-02-23,120.23789708576393
2009-02-24,115.06613190913237
2009-02-25,119.07248235481904
2009-02-26,125.48296894591061
2009-02-27,120.0041066838973
2009-03-02,120.14591879027707
2009-03-03,121.03764138931712
2009-03-04,113.81808935796772
2009-03-05,123.12460232051178
2009-03-06,113.72400942542085
2009-03-09,115.30192209360487
2009-03-10,114.75392615496418
2009-03-11,119.12387516684727
2009-03-12,118.23773648231071
2009-03-13,119.99387480845873
2009-03-16,115.47371920111779
2009-03-17,125.02747660153189
2009-03-18,124.17013784363165
2009-03-19,119.1309324355414
2009-03-20,117.6081664170603
2009-03-23,117.103212533274
2009-03-24,118.4492750249466
2009-03-25,112.99877385624411
2009-03-26,115.2019634389408
2009-03-27,124.30060195992483
2009-03-30,121.50906243037934
2009-03-31,128.17137242988267
2009-04-01,118.50402424915339
2009-04-02,118.19243386446567
2009-04-03,117.96050537728176
2009-04-06,118.40417758390916
2009-04-07,116.70022993426701
2009-04-08,121.354941073436
2009-04-09,120.14552033574206
2009-04-10,117.45042749080864
2009-04-13,126.25574456509452
2009-04-14,129.48291461243153
2009-04-15,125.832886027867
2009-04-16,122.79062006541697
2009-04-17,123.80884863131887
2009-04-20,129.2820775891317
2009-04-21,123.80159657879712
2009-04-22,117.07407073700358
2009-04-23,121.96136263325275
2009-04-24,123.13122133031659
2009-04-27,115.0264136298204
2009-04-28,118.57534590678411
2009-04-29,125.50195912027733
2009-04-30,110.88253632475207
2009-05-01,113.74785727479703
2009-05-04,119.11796473185836
2009-05-05,121.76839797752852
2009-05-06,113.21183777525546
2009-05-07,119.3660537416703
2009-05-08,125.76884269544283
2009-05-11,120.34325728537142
2009-05-12,124.69544471815566
2009-05-13,117.03942939332498
2009-05-14,115.9504157160541
2009-05-15,124.24436915142523
2009-05-18,121.84632767328095
2009-05-19,114.07201996112771
2009-05-20,115.99579541918605
2009-05-21,127.82290620528707
2009-05-22,115.37722390265341
2009-05-25,124.67164373362999
2009-05-26,117.60906651383151
2009-05-27,119.98412071616434
2009-05-28,121.47296310471687
2009-05-29,109.495093947502
2009-06-01,112.6864133228635
2009-06-02,120.43166509393582
2009-06-03,116.3784621810806
2009-06-04,124.98290647637312
2009-06-05,111.96939559565938
2009-06-08,122.82627528128994
2009-06-09,113.11889389797837
2009-06-10,118.23947502927786
2009-06-11,114.67811117881018
2009-06-12,129.512149402356
2009-06-15,113.30253918514983
2009-06-16,119.38970152315488
2009-06-17,111.36581925989924
2009-06-18,127.99785061035296
2009-06-19,122.00641208088602
2009-06-22,120.68486544799335
2009-06-23,127.37156469645863
2009-06-24,120.73711220711306
2009-06-25,121.09785678070538
2009-06-26,120.65862644032576
2009-06-29,122.81817162721559
2009-06-30,117.53779308039368
2009-07-01,118.92856346318334
2009-07-02,124.05167314228723
2009-07-03,121.38686475778941
2009-07-06,119.42878042948938
2009-07-07,112.99738804484645
2009-07-08,127.49025142268297
2009-07-09,116.69272945024615
2009-07-10,124.93618619209629
2009-07-13,120.87876825844043
2009-07-14,113.53274738635065
2009-07-15,126.26137738765307
2009-07-16,121.2727032319977
2009-07-17,126.67672678368521
2009-07-20,119.0879564963204
2009-07-21,123.52025614983528
2009-07-22,111.18736444327493
2009-07-23,117.49892068203121
2009-07-24,113.63503333884364
2009-07-27,118.12608074980804
2009-07-28,122.35905869753073
2009-07-29,116.97709956172928
2009-07-30,124.31921046819392
2009-07-31,115.71693678224995
2009-08-03,124.4261830682499
2009-08-04,126.54878582937017
2009-08-05,125.06763067545492
2009-08-06,118.27905474085114
2009-08-07,109.3727320102793
2009-08-10,122.91083498368674
2009-08-11,119.37382642642348
2009-08-12,115.10803529936324
2009-08-13,117.21860467564795
2009-08-14,127.17212658222401
2009-08-17,114.31329899694923
2009-08-18,122.34154587810606
2009-08-19,121.08979087818702
2009-08-20,118.21306167668384
2009-08-21,123.22266343656523
2009-08-24,128.16122629449433
2009-08-25,118.520142480569
2009-08-26,118.78409525961449
2009-08-27,123.110324524951
2009-08-28,124.591214107175
2009-08-31,119.36146396425683
2009-09-01,118.47313131953176
2009-09-02,108.9117673964012
2009-09-03,116.10995543816723
2009-09-04,114.30344163966225
2009-09-07,123.42312498155945
2009-09-08,118.78048525699579
2009-09-09,118.58489197230536
2009-09-10,119.9547186818851
2009-09-11,115.649117649373
2009-09-14,127.76623593344377
2009-09-15,126.49096955848306
2009-09-16,128.09053391523844
2009-09-17,123.41708615619446
2009-09-18,119.85260942489032
2009-09-21,128.07364651503443
2009-09-22,116.5951658204351
2009-09-23,115.64395510483494
2009-09-24,116.9924424261507
2009-09-25,122.6143563345715
2009-09-28,116.18947403306164
2009-09-29,119.22313505891
2009-09-30,111.99072353057612
2009-10-01,122.40548832714123
2009-10-02,112.41448316408446
2009-10-05,115.3391947256732
2009-10-06,126.08583567448322
2009-10-07,125.90159158493056
2009-10-08,121.8715654477325
2009-10-09,121.37831790867615
2009-10-12,117.3452017642287
2009-10-13,116.135481681289
2009-10-14,118.1887915112131
2009-10-15,112.43172912768841
2009-10-16,121.26224277476831
2009-10-19,120.24415562404205
2009-10-20,115.33289366644867
2009-10-21,127.84340959420679
2009-10-22,123.03456855143524
2009-10-23,123.45920902004428
2009-10-26,117.56330036980417
2009-10-27,119.99334960986839
2009-10-28,123.1368633509371
2009-10-29,120.76391183550118
2009-10-30,128.00950392384937
2009-11-02,118.98106215291624
2009-11-03,117.47719733881945
2009-11-04,123.17126438235714
2009-11-05,113.67676363856744
2009-11-06,124.62148466154056
2009-11-09,113.49644099704008
2009-11-10,123.19292333029276
2009-11-11,116.75863222913668
2009-11-12,122.38292073491696
2009-11-13,124.53671473030509
2009-11-16,120.76710597751959
2009-11-17,114.0018952417966
2009-11-18,115.51612377746424
2009-11-19,116.35670429483109
2009-11-20,110.52496553201112
2009-11-23,125.63738929365965
2009-11-24,120.55053792878165
2009-11-25,114.32240977405503
2009-11-26,127.27837428729178
2009-11-27,116.49335949930918
2009-11-30,121.25286244537436
2009-12-01,115.87364727401899
2009-12-02,109.90869923335487
2009-12-03,113.1777972057437
2009-12-04,117.75754784566784
2009-12-07,124.49148435603024
2009-12-08,121.73266573409623
2009-12-09,120.70102563085622
2009-12-10,109.94986188627558
2009-12-11,126.35043073840048
2009-12-14,121.11839848247779
2009-12-15,119.4029116505392
2009-12-16,125.66211554994447
2009-12-17,126.23748361784136
2009-12-18,125.77295123804595
2009-12-21,118.76456751648357
2009-12-22,114.98261719607902
2009-12-23,124.94461458571037
2009-12-24,113.17472778464791
2009-12-25,129.7362836933214
2009-12-28,120.13999772597282
2009-12-29,114.69557872150207
2009-12-30,113.84065722921694
2009-12-31,113.61197587971971
2010-01-01,120.70181453360422
2010-01-04,119.96803839970106
2010-01-05,113.82038913245404
2010-01-06,118.2177210672205
2010-01-07,113.1603230695433
2010-01-08,122.94650902972086
2010-01-11,119.72703366943644
2010-01-12,118.10798747041277
2010-01-13,113.55944634966237
2010-01-14,118.49922199888617
2010-01-15,117.92636059326837
2010-01-18,121.58863350604798
2010-01-19,120.8350898905848
2010-01-20,123.9603005103967
2010-01-21,117.57711728247469
2010-01-22,110.69794248901752
2010-01-25,124.9554643829902
2010-01-26,115.3198374347591
2010-01-27,114.46541473492373
2010-01-28,119.78441727443123
2010-01-29,121.51135256477258
2010-02-01,117.34581797142658
2010-02-02,117.30653659265937
2010-02-03,118.04486841117223
2010-02-04,127.08270175496571
2010-02-05,119.98660956220934
2010-02-08,115.16018580269102
2010-02-09,115.21108321548516
2010-02-10,118.74557910208816
2010-02-11,121.18928967014004
2010-02-12,122.41990080983095
2010-02-15,120.62079301923607
2010-02-16,115.79063324541455
2010-02-17,117.88029350219608
2010-02-18,123.66953940932312
2010-02-19,114.26954019773453
2010-02-22,117.67123303461268
2010-02-23,122.98731428940677
2010-02-24,124.37640713317589
2010-02-25,119.03542314454309
2010-02-26,117.94396594714593
2010-03-01,113.38941029278129
2010-03-02,122.62819961363547
2010-03-03,126.59389842573394
2010-03-04,132.82577029299847
2010-03-05,121.93223091759023
2010-03-08,119.74560174178009
2010-03-09,115.40094693424547
2010-03-10,110.60571543128425
2010-03-11,120.88479624869916
2010-03-12,131.7516956007715
2010-03-15,126.35406114828456
2010-03-16,125.58282134556899
2010-03-17,121.22801408528957
2010-03-18,121.7976158014016
2010-03-19,107.88126340861011
2010-03-22,123.81255290381999
2010-03-23,117.10329715212092
2010-03-24,116.49136326702056
2010-03-25,118.38371523475696
2010-03-26,118.21497755274493
2010-03-29,116.41182204014169
2010-03-30,120.06936036087988
2010-03-31,117.20861201895974
2010-04-01,120.50161477878073
2010-04-02,112.56411092724983
2010-04-05,118.9297111468399
2010-04-06,114.51852205156874
2010-04-07,116.79275340751067
2010-04-08,120.71699421516766
2010-04-09,111.98001192622522
2010-04-12,115.88796311363932
2010-04-13,122.84482192418167
2010-04-14,112.934110790671
2010-04-15,128.88933570139403
2010-04-16,126.02203978065323
2010-04-19,117.52736457773861
2010-04-20,116.06395156107469
2010-04-21,121.00969951667741
2010-04-22,112.7626887148642
2010-04-23,109.98928637583784
2010-04-26,117.70332437973717
2010-04-27,119.32975616748904
2010-04-28,120.47213612176765
2010-04-29,116.92629691941058
2010-04-30,126.36973364737474
2010-05-03,112.52430170758058
2010-05-04,114.3086893252095
2010-05-05,122.43317978072406
2010-05-06,114.1917630718143
2010-05-07,113.99839773901341
2010-05-10,120.61677396103582
2010-05-11,114.73238689841985
2010-05-12,119.33457786039656
2010-05-13,116.50071720171121
2010-05-14,115.6916814831363
2010-05-17,109.48847304327529
2010-05-18,120.69781576410669
2010-05-19,113.76405003943536
2010-05-20,119.1587889823474
2010-05-21,117.43947550825717
2010-05-24,118.96745970650058
2010-05-25,119.25162312993369
2010-05-26,120.96814125459132
2010-05-27,116.36120349254278
2010-05-28,126.21348239636684
2010-05-31,110.76299969572212
2010-06-01,118.86704440736385
2010-06-02,124.18115488205433
2010-06-03,122.38386276501302
2010-06-04,115.12582211735702
2010-06-07,115.95877253505988
2010-06-08,114.96603720336698
2010-06-09,122.99613815332195
2010-06-10,116.30038135742245
2010-06-11,121.27561544061724
2010-06-14,121.32150707037978
2010-06-15,131.84196734117685
2010-06-16,121.56625629900851
2010-06-17,115.94427992624769
2010-06-18,112.69924868966801
2010-06-21,118.62073642681128
2010-06-22,119.4045707878634
2010-06-23,108.94650236304722
2010-06-24,116.43072919853493
2010-06-25,121.48676271413777
2010-06-28,117.33822164866912
2010-06-29,124.84311892852918
2010-06-30,112.2082177763974
2010-07-01,123.38441410076608
2010-07-02,124.56944870762976
2010-07-05,124.78248237920768
2010-07-06,112.17071807672811
2010-07-07,121.57276397928692
2010-07-08,116.65622940739243
2010-07-09,112.96928779008549
2010-07-12,117.93066137513146
2010-07-13,115.47511004049595
2010-07-14,124.60375234081934
2010-07-15,122.56531671506785
2010-07-16,114.23777765945566
2010-07-19,116.37889343084535
2010-07-20,118.09651287191689
2010-07-21,119.63797426341051
2010-07-22,125.0318913740189
2010-07-23,123.45391163240316
2010-07-26,120.2569598448742
2010-07-27,118.69675575052538
2010-07-28,111.13322982696263
2010-07-29,126.45998813063028
2010-07-30,117.76451701067171
2010-08-02,127.77420120213128
2010-08-03,120.98054646065918
2010-08-04,130.12642104310723
2010-08-05,123.03160766683158
2010-08-06,112.8399018438956
2010-08-09,116.92792259869394
2010-08-10,119.15432519664017
2010-08-11,115.63108556445837
2010-08-12,118.11469591408978
2010-08-13,113.16530420708945
2010-08-16,120.02860640549561
2010-08-17,121.1870597450547
2010-08-18,114.97945296396941
2010-08-19,129.70127146740955
2010-08-20,120.3175663064023
2010-08-23,115.91629566938543
2010-08-24,111.85230350017392
2010-08-25,120.29971444698585
2010-08-26,118.69755733593324
2010-08-27,123.91520453643221
2010-08-30,119.28314867514015
2010-08-31,114.03140608865637
2010-09-01,128.3535914808879
2010-09-02,122.17812439753592
2010-09-03,118.7294564420082
2010-09-06,120.8231926572487
2010-09-07,122.37020978280829
2010-09-08,112.85571693053282
2010-09-09,120.78847109981405
2010-09-10,117.74938263353054
2010-09-13,122.53649992814876
2010-09-14,116.2990903769686
2010-09-15,116.97649072451459
2010-09-16,128.31435549282028
2010-09-17,126.15456045441069
2010-09-20,103.52219410016346
2010-09-21,125.78380991232156
2010-09-22,119.63173986871122
2010-09-23,116.45908968550494
2010-09-24,114.96412632146175
2010-09-27,115.25441185860006
2010-09-28,116.60032027620792
2010-09-29,114.36433708159078
2010-09-30,113.22700169463678
2010-10-01,114.79809924578045
2010-10-04,121.61696927532843
2010-10-05,120.25045074285399
2010-10-06,122.77928225775928
2010-10-07,119.66815080394973
2010-10-08,113.46660334677604
2010-10-11,122.47220461746804
2010-10-12,114.97655360562543
2010-10-13,123.23307150994466
2010-10-14,114.1703999852152
2010-10-15,116.56261686798237
2010-10-18,118.19304179716042
2010-10-19,123.37202400528474
2010-10-20,120.87998626063697
2010-10-21,120.10000661075462
2010-10-22,129.42834392527652
2010-10-25,110.81508419387427
2010-10-26,114.80811178649725
2010-10-27,114.59405760980505
2010-10-28,111.14673845038863
2010-10-29,116.40240243556987
2010-11-01,123.43884581898354
2010-11-02,117.04176300742124
2010-11-03,118.33498514006845
2010-11-04,111.38722586059859
2010-11-05,116.01737212419826
2010-11-08,117.69150642206208
2010-11-09,123.21200211273558
2010-11-10,111.6254180104089
2010-11-11,117.7249562713943
2010-11-12,125.43409015034445
2010-11-15,117.77458357188368
2010-11-16,109.4221929294066
2010-11-17,126.39587888674096
2010-11-18,123.67448471269167
2010-11-19,124.34698587539395
2010-11-22,111.28108176627303
2010-11-23,127.56227862923608
2010-11-24,116.13361957444401
2010-11-25,117.45280527889885
2010-11-26,116.48611417003998
2010-11-29,124.73468590977603
2010-11-30,119.10100823747352
2010-12-01,122.40870516293813
2010-12-02,120.37950511442185
2010-12-03,119.52478998153539
2010-12-06,115.26607968126902
2010-12-07,129.06070293653883
2010-12-08,112.68303185747385
2010-12-09,122.06126987017342
2010-12-10,121.88328296053639
2010-12-13,125.77178143076213
2010-12-14,126.9404501618964
2010-12-15,119.31305700291612
2010-12-16,122.65197152962376
2010-12-17,128.82436855226254
2010-12-20,119.67411616538874
2010-12-21,114.66783262467412
2010-12-22,118.0776594365029
2010-12-23,113.47677000692767
2010-12-24,121.85908405497361
2010-12-27,125.32228104070317
2010-12-28,119.3947925396623
2010-12-29,111.8951997527318
2010-12-30,125.10825417528838
2010-12-31,111.11850519217111
2011-01-03,112.2702261103848
2011-01-04,119.1083080625264
2011-01-05,121.25892622837749
2011-01-06,122.11123749379178
2011-01-07,119.66930223976763
2011-01-10,128.80021882567428
2011-01-11,120.32584170541601
2011-01-12,125.17334050876468
2011-01-13,123.93477282047348
2011-01-14,113.53563133897735
2011-01-17,119.15134756357239
2011-01-18,130.6166025664051
2011-01-19,117.47824573029871
2011-01-20,116.62689737821654
2011-01-21,120.8528779073851
2011-01-24,117.65740035369974
2011-01-25,116.03147710248881
2011-01-26,117.58358302851207
2011-01-27,127.16004835684313
2011-01-28,119.31690654261214
2011-01-31,113.35962483622644
2011-02-01,112.44126730955918
2011-02-02,131.03402466027234
2011-02-03,118.88332815282949
2011-02-04,122.17289250482709
2011-02-07,116.14311386830195
2011-02-08,121.60492984635708
2011-02-09,127.29664825800766
2011-02-10,116.73868408128122
2011-02-11,122.29293389974292
2011-02-14,112.97126862054806
2011-02-15,130.11433059183395
2011-02-16,121.34267965122288
2011-02-17,117.93603077823855
2011-02-18,118.51062938356918
2011-02-21,117.44980912742832
2011-02-22,117.70547417938253
2011-02-23,107.7625242882517
2011-02-24,119.51017133951622
2011-02-25,119.30060659697143
2011-02-28,122.44330768630239
2011-03-01,117.38428126779237
2011-03-02,116.14481842929489
2011-03-03,119.96112527773512
2011-03-04,111.93815940954758
2011-03-07,120.71711593767292
2011-03-08,110.6909037023914
2011-03-09,125.60409324415397
2011-03-10,123.42134977830388
2011-03-11,115.36907061787993
2011-03-14,123.30569006669019
2011-03-15,120.5575711212694
2011-03-16,114.9549488445757
2011-03-17,109.88561921385455
2011-03-18,121.58217841713225
2011-03-21,116.02859076432483
2011-03-22,125.4748478484804
2011-03-23,120.07016866940926
2011-03-24,116.50208651751342
2011-03-25,128.98919366545235
2011-03-28,122.88223246301503
2011-03-29,101.72456742447947
2011-03-30,117.56804115604567
2011-03-31,113.07955503993789
2011-04-01,116.00101031139846
2011-04-04,119.27633800540733
2011-04-05,121.77024254293774
2011-04-06,121.30682871056787
2011-04-07,125.38936538282401
2011-04-08,123.18299188754334
2011-04-11,122.87373464562752
2011-04-12,121.00746161566637
2011-04-13,126.4339942636295
2011-04-14,118.41861728404541
2011-04-15,118.54848365632405
2011-04-18,110.47213323513735
2011-04-19,125.28082021905018
2011-04-20,119.61537122110423
2011-04-21,134.66802853085636
2011-04-22,117.97233654118772
2011-04-25,120.44289064708367
2011-04-26,122.73252476804207
2011-04-27,114.49050013505644
2011-04-28,121.79273856939614
2011-04-29,120.17330716028593
2011-05-02,118.48155905161582
2011-05-03,125.86301979371504
2011-05-04,115.48125641044672
2011-05-05,121.37451056541111
2011-05-06,127.27332145692523
2011-05-09,116.46689122021851
2011-05-10,118.5155700865385
2011-05-11,131.72652281735915
2011-05-12,122.37195532578029
2011-05-13,117.46901261678691
2011-05-16,124.01312380039239
2011-05-17,117.15953224204488
2011-05-18,112.17542037919965
2011-05-19,126.86181972632585
2011-05-20,114.48470367934493
2011-05-23,132.25856312498647
2011-05-24,117.55333812268897
2011-05-25,130.66632340780927
2011-05-26,113.15664465739971
2011-05-27,125.12746793133127
2011-05-30,122.49863136492326
2011-05-31,124.18873112777575
2011-06-01,124.8401135333813
2011-06-02,117.51127428859414
2011-06-03,113.45578078998501
2011-06-06,119.7454113483039
2011-06-07,121.11515128792567
2011-06-08,117.64077689422247
2011-06-09,121.38776985079932
2011-06-10,121.64812765587371
2011-06-13,115.44986776728067
2011-06-14,121.97485640845233
2011-06-15,118.66393988152677
2011-06-16,116.50009549898314
2011-06-17,123.93687569111997
2011-06-20,116.11504394153228
2011-06-21,117.71666205047637
2011-06-22,120.36025425093328
2011-06-23,126.8715581032712
2011-06-24,120.96392038862149
2011-06-27,122.64144166237334
2011-06-28,118.51178732001752
2011-06-29,119.6075518781183
2011-06-30,119.75561383240203
2011-07-01,121.46653118008513
2011-07-04,118.52016213475869
2011-07-05,126.69999942738104
2011-07-06,118.13416880748929
2011-07-07,111.46379432397316
2011-07-08,133.71398302185008
2011-07-11,118.36315654528124
2011-07-12,126.56584893545674
2011-07-13,127.02395420979879
2011-07-14,124.72607156125191
2011-07-15,119.009863902013
2011-07-18,121.43342409937172
2011-07-19,113.62744895347537
2011-07-20,129.95073886909137
2011-07-21,115.74097000908665
2011-07-22,118.73049518629563
2011-07-25,120.49493243520125
2011-07-26,119.4628012258152
2011-07-27,116.71563358853302
2011-07-28,126.97169526027344
2011-07-29,124.7513964174414
2011-08-01,121.61023602162847
2011-08-02,118.00223472001625
2011-08-03,125.32137935922235
2011-08-04,117.67765683611218
2011-08-05,127.85195920168908
2011-08-08,120.55610457741714
2011-08-09,126.14890763486358
2011-08-10,119.43089836908209
2011-08-11,120.35766591020473
2011-08-12,126.12710530729333
2011-08-15,130.96962575902222
2011-08-16,127.80183408752441
2011-08-17,124.38567309688925
2011-08-18,122.94641716478799
2011-08-19,117.46525654870187
2011-08-22,121.47614870552717
2011-08-23,115.43475408001635
2011-08-24,121.87891066842387
2011-08-25,122.20025330346787
2011-08-26,110.19577429265904
2011-08-29,120.19369304595854
2011-08-30,122.07437449544553
2011-08-31,119.58145071430489
2011-09-01,121.79024419428285
2011-09-02,113.29138878321842
2011-09-05,116.1206784721987
2011-09-06,125.17469081581966
2011-09-07,120.00285832822888
2011-09-08,121.69939490657454
2011-09-09,117.2673941964571
2011-09-12,120.09747011638429
2011-09-13,108.489939099324
2011-09-14,124.23005969210384
2011-09-15,129.03966419476234
2011-09-16,114.67491225392679
2011-09-19,115.29833906245216
2011-09-20,122.20439949118742
2011-09-21,127.36939645253373
2011-09-22,119.98951341308528
2011-09-23,113.85340989593747
2011-09-26,118.95691381681064
2011-09-27,114.85033959844104
2011-09-28,116.65576853565612
2011-09-29,118.47979450423341
2011-09-30,115.35337705879186
2011-10-03,116.11047137912718
2011-10-04,120.37267000111122
2011-10-05,121.07517906068615
2011-10-06,112.88009833089517
2011-10-07,121.98190861254669
2011-10-10,118.09033068434302
2011-10-11,123.60130761776304
2011-10-12,123.9024876034393
2011-10-13,117.27729409522476
2011-10-14,123.07073847018867
2011-10-17,115.81521980150585
2011-10-18,126.61881031417644
2011-10-19,116.00431899571768
2011-10-20,121.76374804312756
2011-10-21,119.06195427677861
2011-10-24,114.915527428812
2011-10-25,124.50457880892654
2011-10-26,116.92934095566605
2011-10-27,111.49963917510847
2011-10-28,105.58993318415985
2011-10-31,115.62477652786015
2011-11-01,126.87954209649487
2011-11-02,126.2886923375183
2011-11-03,116.40700798826234
2011-11-04,118.1277254264931
2011-11-07,117.67543462221988
2011-11-08,113.33283927275215
2011-11-09,115.25584064188328
2011-11-10,124.90574759700392
2011-11-11,122.519439356897
2011-11-14,121.36544429264944
2011-11-15,113.32426694169571
2011-11-16,120.5035160701699
2011-11-17,108.48077515255989
2011-11-18,124.21401345630267
2011-11-21,121.29287450368571
2011-11-22,113.27383773950085
2011-11-23,128.0821277874502
2011-11-24,111.01917670415709
2011-11-25,122.65153091124802
2011-11-28,122.7758588448933
2011-11-29,113.8016478032376
2011-11-30,119.81074654594941
2011-12-01,111.81586078923569
2011-12-02,105.76812841836593
2011-12-05,114.6606188653417
2011-12-06,116.91687528869002
2011-12-07,123.22128090405396
2011-12-08,120.3370404253041
2011-12-09,120.46772729693073
2011-12-12,114.92789188358208
2011-12-13,117.34994347979307
2011-12-14,115.35036695065419
2011-12-15,113.87512996485096
2011-12-16,117.03150286506371
2011-12-19,120.37256192548168
2011-12-20,117.13680740287899
2011-12-21,118.38248665287513
2011-12-22,123.47457405455695
2011-12-23,117.49622790654648
2011-12-26,113.33016684506055
2011-12-27,122.81726760800619
2011-12-28,121.32924824254142
2011-12-29,121.64329749086157
2011-12-30,123.12919328767855
2012-01-02,122.28320763653973
2012-01-03,120.14364346235652
2012-01-04,131.95726331426047
2012-01-05,113.57515626849023
2012-01-06,117.0679136075572
2012-01-09,124.83667182339083
2012-01-10,120.71293146047788
2012-01-11,123.7896151700562
2012-01-12,120.84878214768436
2012-01-13,126.8702827557999
2012-01-16,114.96244572183377
2012-01-17,126.71229944703354
2012-01-18,125.85498246602133
2012-01-19,113.9485544288481
2012-01-20,123.15332704943836
2012-01-23,119.78480033881705
2012-01-24,116.96708990440467
2012-01-25,110.55690405141141
2012-01-26,114.94593164441342
2012-01-27,123.54056070092294
2012-01-30,124.06920634630278
2012-01-31,118.94644759711915
2012-02-01,124.08492571571642
2012-02-02,124.72630038947068
2012-02-03,120.77319979313174
2012-02-06,116.38833188074898
2012-02-07,122.20527056407822
2012-02-08,122.43492353829431
2012-02-09,123.36972195175154
2012-02-10,124.32701635001119
2012-02-13,113.1891771403939
2012-02-14,117.45035377317129
2012-02-15,110.5068932715609
2012-02-16,123.73498019177674
2012-02-17,118.93844276009791
2012-02-20,122.15407035348707
2012-02-21,112.6216062590492
2012-02-22,127.00490424846525
2012-02-23,114.02830417690363
2012-02-24,123.8728165219123
2012-02-27,120.58975085446271
2012-02-28,119.0527861123691
