,High_Yield_Credit_Spread
2008-07-03,9.150980450085882
2008-07-04,8.726296238616563
2008-07-07,9.934301609581501
2008-07-08,9.017403770249917
2008-07-09,8.59890029598241
2008-07-10,8.426420244494144
2008-07-11,9.544952479545415
2008-07-14,8.714408012957907
2008-07-15,9.021914399730214
2008-07-16,9.47790137255624
2008-07-17,8.757870824034585
2008-07-18,8.97703558562992
2008-07-21,8.99171579508874
2008-07-22,9.341662255758045
2008-07-23,9.295372167755163
2008-07-24,8.889943134372587
2008-07-25,9.03182453074826
2008-07-28,8.814110494238257
2008-07-29,8.261193796540278
2008-07-30,9.128800428699066
2008-07-31,9.946095880416534
2008-08-01,8.558140429654468
2008-08-04,8.613485145198648
2008-08-05,8.564636114178128
2008-08-06,9.362295889361562
2008-08-07,9.22424272709822
2008-08-08,8.920731153791772
2008-08-11,8.540990469180517
2008-08-12,9.046188395819962
2008-08-13,8.217688936332099
2008-08-14,9.071713283428746
2008-08-15,9.435762193043967
2008-08-18,8.37440043168316
2008-08-19,8.233740861585169
2008-08-20,9.78971894584743
2008-08-21,8.694120180247708
2008-08-22,9.56797392297191
2008-08-25,8.923001167401084
2008-08-26,8.919022591529336
2008-08-27,9.219206349748323
2008-08-28,8.55800057162678
2008-08-29,9.066248571747824
2008-09-01,8.809255292587954
2008-09-02,8.339753278297485
2008-09-03,9.1687410373632
2008-09-04,8.868346096561043
2008-09-05,8.921487585777646
2008-09-08,8.39491952829292
2008-09-09,9.7957001838814
2008-09-10,9.438357093193058
2008-09-11,9.48207794208599
2008-09-12,8.847277648779158
2008-09-15,8.13540855524829
2008-09-16,9.976458691244755
2008-09-17,8.969451245997066
2008-09-18,8.625600101989974
2008-09-19,9.208400787241557
2008-09-22,9.583560394001648
2008-09-23,8.988474721957267
2008-09-24,9.639287583969686
2008-09-25,9.541499969258435
2008-09-26,8.461809406298972
2008-09-29,8.663104947170261
2008-09-30,9.478768581639883
2008-10-01,7.643693718094781
2008-10-02,8.925272153417506
2008-10-03,8.284584399187665
2008-10-06,8.761723099283238
2008-10-07,8.850589955485397
2008-10-08,8.820877811046246
2008-10-09,8.723869373943696
2008-10-10,8.451428175185594
2008-10-13,10.145955633409343
2008-10-14,9.933731002080675
2008-10-15,8.41896708987186
2008-10-16,9.791058375651783
2008-10-17,8.800267254763574
2008-10-20,9.064593736665856
2008-10-21,8.968363020051541
2008-10-22,8.670125679373017
2008-10-23,9.491926171803073
2008-10-24,9.062943265288329
2008-10-27,8.76172428839038
2008-10-28,8.347705278099763
2008-10-29,8.55320249314044
2008-10-30,8.179309942198952
2008-10-31,9.006111774207586
2008-11-03,8.401667203857802
2008-11-04,8.86721974374073
2008-11-05,9.685050926805186
2008-11-06,9.599649786460793
2008-11-07,8.98386155294869
2008-11-10,8.956457636928425
2008-11-11,9.939937274710504
2008-11-12,9.260378060179356
2008-11-13,8.836096770061738
2008-11-14,8.286990941439774
2008-11-17,9.196936609082371
2008-11-18,9.41466188629143
2008-11-19,8.684174237743179
2008-11-20,9.145601377569015
2008-11-21,8.818213352542486
2008-11-24,8.907983800400498
2008-11-25,7.756088971218834
2008-11-26,8.889109298141932
2008-11-27,9.484684651204027
2008-11-28,8.68429872221672
2008-12-01,9.026263184107659
2008-12-02,8.62202464665404
2008-12-03,9.180220838146386
2008-12-04,8.891738401231914
2008-12-05,8.530379229658998
2008-12-08,9.666275733832563
2008-12-09,9.464466006766107
2008-12-10,8.697546618035913
2008-12-11,9.24889415470889
2008-12-12,9.268706001410191
2008-12-15,9.321150617505587
2008-12-16,8.152872052002461
2008-12-17,9.503303270516314
2008-12-18,8.715150518537135
2008-12-19,8.821086033279366
2008-12-22,10.3189408761301
2008-12-23,9.150936690360506
2008-12-24,8.806838762276412
2008-12-25,7.897352813622047
2008-12-26,9.694882066973179
2008-12-29,8.3273951645957
2008-12-30,8.498280548250248
2008-12-31,8.834323850456075
2009-01-01,4.7082058958501465
2009-01-02,4.3866199933328796
2009-01-05,3.92108124507987
2009-01-06,4.15414603181941
2009-01-07,3.6998071535644472
2009-01-08,4.069826844782676
2009-01-09,4.036668372389069
2009-01-12,4.4843849478406765
2009-01-13,4.483589061219475
2009-01-14,4.246988691102822
2009-01-15,3.818826221226949
2009-01-16,4.370911147195064
2009-01-19,3.954015766898477
2009-01-20,3.4590428156434334
2009-01-21,3.798356104044531
2009-01-22,4.042263491892162
2009-01-23,4.455107891832372
2009-01-26,3.9082359139214233
2009-01-27,3.3954006443801967
2009-01-28,4.028370841648409
2009-01-29,4.0567280200282765
2009-01-30,4.092918814451377
2009-02-02,4.459935757977215
2009-02-03,4.5094616200449495
2009-02-04,3.7028945638091666
2009-02-05,3.691928270975528
2009-02-06,3.4799006445222633
2009-02-09,4.349407835140238
2009-02-10,4.724410054168858
2009-02-11,3.8424590360455384
2009-02-12,3.8792847176375034
2009-02-13,4.7333912784494885
2009-02-16,4.252778926607504
2009-02-17,4.218117852400527
2009-02-18,3.4045417470131367
2009-02-19,4.3393640346397095
2009-02-20,3.535431829745121
2009-02-23,3.432989907032521
2009-02-24,3.826614211616644
2009-02-25,3.707103638275655
2009-02-26,3.88920015280748
2009-02-27,3.2795091827375407
2009-03-02,4.479408153233837
2009-03-03,4.563843147258215
2009-03-04,3.0263287629295927
2009-03-05,4.4892289028332755
2009-03-06,3.5947356850891867
2009-03-09,4.428487768491393
2009-03-10,3.965776753666792
2009-03-11,4.014387782040499
2009-03-12,3.9074511752893906
2009-03-13,4.606064602116743
2009-03-16,3.3802059937374858
2009-03-17,4.303920169367505
2009-03-18,4.550665082444775
2009-03-19,4.358170040270205
2009-03-20,5.162349457161708
2009-03-23,3.7355266186376506
2009-03-24,4.478652411296766
2009-03-25,3.94695468232929
2009-03-26,4.616703038176334
2009-03-27,3.9961555021393154
2009-03-30,3.8060621090687654
2009-03-31,4.653036101935815
2009-04-01,3.754219030490535
2009-04-02,3.2936371205497217
2009-04-03,3.741576558413086
2009-04-06,4.309516473294266
2009-04-07,4.696019375793545
2009-04-08,4.055564687648256
2009-04-09,4.659098533617013
2009-04-10,3.320912539261203
2009-04-13,3.7783682675910484
2009-04-14,3.8557124414229493
2009-04-15,3.9427202862637403
2009-04-16,4.042047194125098
2009-04-17,4.345455478696096
2009-04-20,3.777596580914755
2009-04-21,4.069514343476563
2009-04-22,3.977438554837974
2009-04-23,3.537055048054425
2009-04-24,3.943166655459282
2009-04-27,3.928170235051441
2009-04-28,3.917459717498477
2009-04-29,4.0158797282907255
2009-04-30,4.037836770306693
2009-05-01,3.7838524104463347
2009-05-04,4.636357366985632
2009-05-05,3.4152596853984916
2009-05-06,3.6395149457650517
2009-05-07,5.3899818121117775
2009-05-08,3.481004322505385
2009-05-11,3.3231226626451207
2009-05-12,4.3672383725006085
2009-05-13,2.961440073113063
2009-05-14,3.8823630450137805
2009-05-15,5.072912462538245
2009-05-18,3.2275320389232998
2009-05-19,3.0090177571306436
2009-05-20,3.2504093990211507
2009-05-21,4.449179784173493
2009-05-22,4.562388359992906
2009-05-25,3.7437056015107455
2009-05-26,4.341606202000534
2009-05-27,4.695127663755994
2009-05-28,4.8936732072149125
2009-05-29,3.8768323594100758
2009-06-01,2.8492641411650066
2009-06-02,3.5895605387951566
2009-06-03,3.786597902532371
2009-06-04,3.8705306017108048
2009-06-05,3.9060702994956404
2009-06-08,4.559447298965335
2009-06-09,4.637214213343791
2009-06-10,3.9141631730376085
2009-06-11,4.549242438025909
2009-06-12,4.178830683315545
2009-06-15,4.032252986431286
2009-06-16,4.453272078554982
2009-06-17,4.036126024118958
2009-06-18,5.028905588548881
2009-06-19,3.2807944166027205
2009-06-22,3.742414550453991
2009-06-23,3.936740551523025
2009-06-24,4.219726345228995
2009-06-25,4.6339802435515445
2009-06-26,3.987800716381922
2009-06-29,3.2888851752468966
2009-06-30,4.421256948227502
2009-07-01,4.377479383070982
2009-07-02,3.029070670310297
2009-07-03,3.9980979331646003
2009-07-06,3.204929084659851
2009-07-07,3.6676744512489687
2009-07-08,3.5485955365186
2009-07-09,4.404632349120993
2009-07-10,4.058415087086092
2009-07-13,3.3572044996219863
2009-07-14,4.440032981478671
2009-07-15,3.2830970880357926
2009-07-16,4.165056895235471
2009-07-17,3.592994665354222
2009-07-20,3.81716145873474
2009-07-21,4.252135374019192
2009-07-22,4.2607246995297645
2009-07-23,4.66848453677798
2009-07-24,3.9588731501642735
2009-07-27,4.153225431481671
2009-07-28,3.7811313387978376
2009-07-29,4.090994941311399
2009-07-30,4.219743024004256
2009-07-31,3.950845076272812
2009-08-03,3.0981247579537516
2009-08-04,4.165735448165448
2009-08-05,4.182280738677728
2009-08-06,3.6599132618260244
2009-08-07,3.3578064819637428
2009-08-10,4.737939575251983
2009-08-11,4.245722755447201
2009-08-12,3.8854594845391452
2009-08-13,3.4314835584262564
2009-08-14,3.589092585789327
2009-08-17,4.6512951983931154
2009-08-18,4.068830970434023
2009-08-19,3.7247064664996468
2009-08-20,4.254844615612328
2009-08-21,3.592800906276838
2009-08-24,4.750421515140189
2009-08-25,4.676400267448362
2009-08-26,3.7667129643986117
2009-08-27,3.68566487648457
2009-08-28,2.69093340065386
2009-08-31,3.259209614224316
2009-09-01,3.330265112521122
2009-09-02,4.067595170493693
2009-09-03,3.83688314777932
2009-09-04,3.3273322562923795
2009-09-07,3.859417978767721
2009-09-08,4.252668573823675
2009-09-09,4.263919674957793
2009-09-10,3.0501648595705593
2009-09-11,3.9358682597580845
2009-09-14,3.308329611514195
2009-09-15,4.450864348570137
2009-09-16,4.3920732081767495
2009-09-17,3.5509863868377707
2009-09-18,3.6169773987998
2009-09-21,3.7693664747508464
2009-09-22,2.87360330263433
2009-09-23,4.167984086720288
2009-09-24,3.8635777268299347
2009-09-25,4.48508754128393
2009-09-28,3.4507953910187235
2009-09-29,3.690438525875034
2009-09-30,3.2467373709804423
2009-10-01,3.4978547182528734
2009-10-02,3.4090090019658907
2009-10-05,4.4979868394232225
2009-10-06,3.650869075624304
2009-10-07,4.062087842372307
2009-10-08,3.809618298069098
2009-10-09,3.3652673669935935
2009-10-12,3.9158497884141785
2009-10-13,4.299551665931797
2009-10-14,3.396120303728324
2009-10-15,4.404556395365689
2009-10-16,3.575139539261152
2009-10-19,3.7585080369635797
2009-10-20,4.265341561505024
2009-10-21,3.668281921390256
2009-10-22,4.018787429667933
2009-10-23,3.842654585605954
2009-10-26,4.06468400335191
2009-10-27,2.809630447238251
2009-10-28,3.0851590923959584
2009-10-29,4.3079835030234195
2009-10-30,4.518590702824525
2009-11-02,3.544756648234239
2009-11-03,3.877985823914433
2009-11-04,4.147359626451151
2009-11-05,4.346608800829352
2009-11-06,2.986161364164576
2009-11-09,3.5569798765108116
2009-11-10,3.8337103100750625
2009-11-11,4.351570098618025
2009-11-12,5.249215241860748
2009-11-13,3.885997136595141
2009-11-16,3.296511268948006
2009-11-17,4.201134038600649
2009-11-18,4.660497894770355
2009-11-19,4.0540070604897505
2009-11-20,3.5466757274228535
2009-11-23,4.47899697074001
2009-11-24,4.331772809249218
2009-11-25,3.486959577902188
2009-11-26,4.190712808767171
2009-11-27,4.498632783829437
2009-11-30,4.590945021279447
2009-12-01,3.966775512345272
2009-12-02,3.8209602769103403
2009-12-03,4.613636911040631
2009-12-04,3.3949197485095572
2009-12-07,4.219289645460503
2009-12-08,3.3149866863177855
2009-12-09,4.532688136129801
2009-12-10,3.870977242194419
2009-12-11,4.6342916178237346
2009-12-14,4.245706378177763
2009-12-15,3.388389884969035
2009-12-16,4.712313866038622
2009-12-17,4.775622633213865
2009-12-18,4.441143246299608
2009-12-21,3.61920606748189
2009-12-22,3.8469930228212954
2009-12-23,4.0727136087028795
2009-12-24,3.6481448003342836
2009-12-25,4.846173286231602
2009-12-28,4.072163235863019
2009-12-29,2.6483259764463214
2009-12-30,4.16967790637811
2009-12-31,3.8259213015913436
2010-01-01,3.962536721940776
2010-01-04,3.8156903171071503
2010-01-05,4.403523208303343
2010-01-06,4.55984388927669
2010-01-07,4.141526581129327
2010-01-08,3.8303444064309207
2010-01-11,3.979331397595415
2010-01-12,4.009799808288814
2010-01-13,3.5987849800675815
2010-01-14,4.289464324285618
2010-01-15,4.2300211619302335
2010-01-18,4.770220619888336
2010-01-19,4.627674890144237
2010-01-20,3.6571625412049347
2010-01-21,4.410149187254483
2010-01-22,3.524523308452764
2010-01-25,4.347966050470425
2010-01-26,3.741692900619946
2010-01-27,3.488373388312208
2010-01-28,4.140022671348702
2010-01-29,2.6627164359229294
2010-02-01,3.124512212797386
2010-02-02,3.9112540581128585
2010-02-03,4.041220883317421
2010-02-04,3.8153406149209057
2010-02-05,3.2102818506412008
2010-02-08,3.591054078930747
2010-02-09,4.195604663618697
2010-02-10,4.290890885314181
2010-02-11,3.9918884412020295
2010-02-12,4.578416890518494
2010-02-15,4.198698511729617
2010-02-16,3.6262721730208938
2010-02-17,3.859748973294191
2010-02-18,3.2985669213960724
2010-02-19,3.9459305048042914
2010-02-22,4.5560503096106695
2010-02-23,4.342645042355484
2010-02-24,4.701004662959561
2010-02-25,3.8485573781005034
2010-02-26,4.673049897257129
2010-03-01,3.903347886776015
2010-03-02,4.735792541284947
2010-03-03,3.989071626278938
2010-03-04,4.353615686902138
2010-03-05,4.737556182154928
2010-03-08,3.9032861857093972
2010-03-09,4.109194493772087
2010-03-10,4.644431712603151
2010-03-11,3.933498418034968
2010-03-12,3.3395538587469193
2010-03-15,5.071503527292455
2010-03-16,3.7651177678314314
2010-03-17,4.079378025468771
2010-03-18,4.5780033347255635
2010-03-19,3.695753048134399
2010-03-22,3.496066043388935
2010-03-23,4.126868648387417
2010-03-24,3.1034618010438053
2010-03-25,3.8560469615660398
2010-03-26,4.122519332157703
2010-03-29,3.865024051587418
2010-03-30,3.2282745284071264
2010-03-31,4.797088978102006
2010-04-01,4.051769076974588
2010-04-02,4.71557605888087
2010-04-05,3.8699818749097776
2010-04-06,3.559994009154618
2010-04-07,4.13459046012758
2010-04-08,3.89210643683589
2010-04-09,3.411119271004321
2010-04-12,4.734892129393748
2010-04-13,3.688864888553002
2010-04-14,3.0798668076022158
2010-04-15,4.664083026978666
2010-04-16,3.747850992093688
2010-04-19,3.696088053692188
2010-04-20,3.117306206485013
2010-04-21,4.870470743298496
2010-04-22,3.3552597063951564
2010-04-23,4.0292247403528245
2010-04-26,4.4563101612702205
2010-04-27,4.2108584665015485
2010-04-28,3.9701728440039044
2010-04-29,3.1491670708562918
2010-04-30,3.595137582116358
2010-05-03,4.093900169021261
2010-05-04,3.606412965006502
2010-05-05,4.1016797299993835
2010-05-06,4.34087170440757
2010-05-07,4.481251442900051
2010-05-10,3.386910321093658
2010-05-11,5.098323027489477
2010-05-12,4.383739672277065
2010-05-13,3.999142923165468
2010-05-14,4.54476829153832
2010-05-17,5.182703885999986
2010-05-18,3.2806399494715652
2010-05-19,3.8873686787543233
2010-05-20,2.810784170063336
2010-05-21,4.0963257663240125
2010-05-24,4.182697120962571
2010-05-25,3.9804189422786203
2010-05-26,3.672733214500845
2010-05-27,2.9752427419058374
2010-05-28,4.186766841705884
2010-05-31,4.727717241957663
2010-06-01,3.704490772133284
2010-06-02,4.220029964511572
2010-06-03,3.2159278432899745
2010-06-04,4.228606531846257
2010-06-07,3.8033088511276714
2010-06-08,3.6187910246985426
2010-06-09,3.6198181793919346
2010-06-10,3.803194208983495
2010-06-11,4.191216657846268
2010-06-14,3.343918399402241
2010-06-15,3.8014423342160737
2010-06-16,3.9792641110004263
2010-06-17,3.4504803877340704
2010-06-18,4.8983326008375085
2010-06-21,3.5732522599693293
2010-06-22,3.6652815431832546
2010-06-23,3.510846025088751
2010-06-24,4.899240043569058
2010-06-25,4.276452614299741
2010-06-28,3.531703996878179
2010-06-29,4.553115779429985
2010-06-30,4.100349347144439
2010-07-01,4.128626710555751
2010-07-02,3.8277613956237735
2010-07-05,3.6252920065215135
2010-07-06,4.168883049527301
2010-07-07,3.727456385002205
2010-07-08,4.908377814787553
2010-07-09,3.365354447378448
2010-07-12,4.768078386427472
2010-07-13,3.9443405756010996
2010-07-14,4.1495428670105525
2010-07-15,4.416578883314718
2010-07-16,3.684875352497782
2010-07-19,4.432124192349319
2010-07-20,2.6462280723094116
2010-07-21,3.6400052333890303
2010-07-22,3.5379685963294674
2010-07-23,3.373246993814119
2010-07-26,3.8925225809605246
2010-07-27,4.192874984090848
2010-07-28,4.351329999249653
2010-07-29,4.120438378600204
2010-07-30,3.6671532675532266
2010-08-02,4.184508218912583
2010-08-03,4.0621428474254255
2010-08-04,4.468028083968008
2010-08-05,4.388468351465758
2010-08-06,4.015238206960315
2010-08-09,3.5513734969193718
2010-08-10,3.6735249220839594
2010-08-11,3.725105320180983
2010-08-12,3.842366833041872
2010-08-13,4.134025213794876
2010-08-16,4.3575871950640295
2010-08-17,3.9744406534923113
2010-08-18,4.008062393950236
2010-08-19,4.0716531525000015
2010-08-20,3.74204734343383
2010-08-23,3.537303871178522
2010-08-24,3.122281051344645
2010-08-25,3.652425320961564
2010-08-26,4.236572726633893
2010-08-27,3.648544280980216
2010-08-30,3.88109648128703
2010-08-31,4.233215643706158
2010-09-01,4.260344748211335
2010-09-02,3.4602335739169803
2010-09-03,4.498529678226821
2010-09-06,4.563675044677742
2010-09-07,3.4350750713907203
2010-09-08,3.588081565179423
2010-09-09,4.595545341573096
2010-09-10,3.9265732393723494
2010-09-13,2.8901110262740746
2010-09-14,3.300159247633657
2010-09-15,3.8753151874137592
2010-09-16,3.418478674857699
2010-09-17,3.793288114681779
2010-09-20,4.01619810684179
2010-09-21,4.731127302017365
2010-09-22,3.8547730418861055
2010-09-23,4.53627089978638
2010-09-24,4.714380081018385
2010-09-27,4.717154834676038
2010-09-28,4.142377296692784
2010-09-29,3.0183554260805128
2010-09-30,4.230412432701932
2010-10-01,4.524199943906771
2010-10-04,3.9594664472822916
2010-10-05,4.872291935037624
2010-10-06,4.429916780733729
2010-10-07,4.2841366885763925
2010-10-08,4.543190355602919
2010-10-11,4.166684925630439
2010-10-12,2.753594750302323
2010-10-13,3.750430524264817
2010-10-14,4.598584013623927
2010-10-15,3.596204329950852
2010-10-18,3.8882637473815302
2010-10-19,3.4775818430484646
2010-10-20,4.891961297600885
2010-10-21,4.8407462287090075
2010-10-22,3.5580655524296354
2010-10-25,4.073649000194542
2010-10-26,3.6597529761179763
2010-10-27,4.307472319515689
2010-10-28,4.254841538621164
2010-10-29,4.4058527858066325
2010-11-01,4.165959223853943
2010-11-02,5.467703103194234
2010-11-03,3.4860381174946307
2010-11-04,3.1446983227817427
2010-11-05,3.803454899649269
2010-11-08,3.216005867219866
2010-11-09,3.253768864997004
2010-11-10,3.4993426729010166
2010-11-11,3.538905547284186
2010-11-12,3.52269094902497
2010-11-15,4.259109475222706
2010-11-16,3.746905469457332
2010-11-17,3.9102427125637598
2010-11-18,4.4471163872504675
2010-11-19,3.616838737609287
2010-11-22,3.867727050647639
2010-11-23,4.182879993046458
2010-11-24,3.029216099689889
2010-11-25,2.8075472455247086
2010-11-26,4.173058664398861
2010-11-29,4.246007140283449
2010-11-30,5.032110067426205
2010-12-01,4.079047437933405
2010-12-02,4.4098698586290475
2010-12-03,3.9022636782070133
2010-12-06,4.148613610792543
2010-12-07,4.833628420874767
2010-12-08,2.938003590937182
2010-12-09,4.20680812878584
2010-12-10,5.067793365038683
2010-12-13,4.141017109604671
2010-12-14,4.825286481616424
2010-12-15,3.685393925235279
2010-12-16,3.983976252918143
2010-12-17,4.016762351194294
2010-12-20,2.8912044603206146
2010-12-21,3.4159110860749
2010-12-22,3.451562460308007
2010-12-23,4.411033039016264
2010-12-24,4.436076552842027
2010-12-27,4.162018221353267
2010-12-28,4.412051448427853
2010-12-29,3.917925293639113
2010-12-30,4.600965834769772
2010-12-31,4.004394221316036
2011-01-03,4.028932023713378
2011-01-04,3.8672036833687944
2011-01-05,4.342225238818214
2011-01-06,3.7894005916935436
2011-01-07,4.488215688599034
2011-01-10,3.4339254296419965
2011-01-11,3.450541872635903
2011-01-12,4.343713377563252
2011-01-13,3.955727892708494
2011-01-14,3.7730542919234358
2011-01-17,4.44502886623773
2011-01-18,3.6963692929569576
2011-01-19,3.899899372849815
2011-01-20,4.69961397503558
2011-01-21,4.769571172905325
2011-01-24,4.786199105135164
2011-01-25,3.858937111533044
2011-01-26,4.615351452492235
2011-01-27,3.525523586115661
2011-01-28,3.5465485626389697
2011-01-31,2.8247720736878197
2011-02-01,4.836434100949265
2011-02-02,3.568010075461961
2011-02-03,3.93673371012647
2011-02-04,3.544837829035858
2011-02-07,4.34758262416507
2011-02-08,3.81218316964133
2011-02-09,3.3475915547835253
2011-02-10,4.22083128209303
2011-02-11,3.283134987594886
2011-02-14,3.581297137342254
2011-02-15,2.9465554426869596
2011-02-16,3.2880209439011967
2011-02-17,4.089264584860239
2011-02-18,3.017731980948538
2011-02-21,3.2594271376891424
2011-02-22,3.998815541933596
2011-02-23,3.7281965519534737
2011-02-24,4.9960183179796545
2011-02-25,4.916948273012188
2011-02-28,3.566038768624423
2011-03-01,4.278568809201741
2011-03-02,4.374641278439726
2011-03-03,3.7012605709877984
2011-03-04,3.2522292317508983
2011-03-07,3.993850775345971
2011-03-08,3.9135771625929445
2011-03-09,3.7821177515146904
2011-03-10,4.221158434082243
2011-03-11,3.624635196497201
2011-03-14,3.4240012262104287
2011-03-15,4.054541485174916
2011-03-16,4.192985046284438
2011-03-17,3.4116775280499736
2011-03-18,4.4640453054955405
2011-03-21,3.114759431111961
2011-03-22,3.7109432706421783
2011-03-23,3.8709957319011954
2011-03-24,3.681888143674035
2011-03-25,3.7174697632244036
2011-03-28,4.935537241154057
2011-03-29,3.5745579554805507
2011-03-30,5.220610861235957
2011-03-31,4.218563389865526
2011-04-01,4.046027568655996
2011-04-04,4.238120176693833
2011-04-05,5.264963874625976
2011-04-06,3.503203498034276
2011-04-07,3.4397910405318055
2011-04-08,3.6225669017140394
2011-04-11,4.0160715734822805
2011-04-12,3.1371144375937132
2011-04-13,4.011169619659304
2011-04-14,4.846773566706836
2011-04-15,4.075703695312389
2011-04-18,3.8536572705123615
2011-04-19,3.690919775658186
2011-04-20,4.449255852275782
2011-04-21,3.587083613380976
2011-04-22,4.923197960299624
2011-04-25,4.966679873857179
2011-04-26,4.128375399330894
2011-04-27,3.9942424559616776
2011-04-28,4.5153299041207795
2011-04-29,4.547399251113663
2011-05-02,3.5970041344702923
2011-05-03,3.736722433431649
2011-05-04,3.3388262826583524
2011-05-05,4.204532469167028
2011-05-06,4.333313941728445
2011-05-09,3.3250371810693635
2011-05-10,3.7724005475919204
2011-05-11,3.3263730412093255
2011-05-12,3.550600094878081
2011-05-13,4.27550853011315
2011-05-16,3.6332589666608603
2011-05-17,3.849587021983851
2011-05-18,3.1863441360263423
2011-05-19,4.093495104862332
2011-05-20,3.9778633400776755
2011-05-23,3.635520374983419
2011-05-24,3.9054928511587628
2011-05-25,4.090147440251722
2011-05-26,3.592565925545328
2011-05-27,3.2618687279991105
2011-05-30,4.902787216343407
2011-05-31,3.683363647644864
2011-06-01,3.9516199484065555
2011-06-02,4.505419867510157
2011-06-03,5.7645275937852425
2011-06-06,3.377756775055567
2011-06-07,4.224913606863255
2011-06-08,3.646223857352947
2011-06-09,3.7306048477116445
2011-06-10,3.639893989496605
2011-06-13,3.4371725160997073
2011-06-14,3.9793543191076695
2011-06-15,3.2627486564758823
2011-06-16,4.473403783255935
2011-06-17,4.027501468016688
2011-06-20,4.21121748645072
2011-06-21,3.7669056940268884
2011-06-22,3.816398032894126
2011-06-23,4.143781952583664
2011-06-24,3.4179746837970875
2011-06-27,3.821004782793332
2011-06-28,3.570193243060773
2011-06-29,3.5547155947044926
2011-06-30,2.945080879687179
2011-07-01,4.669663294739999
2011-07-04,3.6567306234231154
2011-07-05,4.581688027581775
2011-07-06,4.534396160697146
2011-07-07,3.357000146741753
2011-07-08,3.4557943821635773
2011-07-11,5.280251479677842
2011-07-12,4.8754629709635715
2011-07-13,3.984240743335948
2011-07-14,4.1286865532086745
2011-07-15,3.6845767985264057
2011-07-18,4.21617635710017
2011-07-19,3.641409049638764
2011-07-20,2.9838231178508074
2011-07-21,3.3392221067444745
2011-07-22,4.010546373925294
2011-07-25,3.434466382248706
2011-07-26,3.966361267543233
2011-07-27,3.4626694802835685
2011-07-28,3.6088230387490032
2011-07-29,4.426582653206596
2011-08-01,4.123740273820053
2011-08-02,3.9951677893433266
2011-08-03,4.439481986535325
2011-08-04,4.240304296673673
2011-08-05,4.723281645625684
2011-08-08,3.77007036884243
2011-08-09,3.7851825107362456
2011-08-10,3.3494453668043276
2011-08-11,3.7855096413137903
2011-08-12,4.482384947151223
2011-08-15,4.649993686131067
2011-08-16,4.480152584043334
2011-08-17,3.102904066725282
2011-08-18,4.541572606330368
2011-08-19,3.0807406883639645
2011-08-22,4.449058662061174
2011-08-23,3.8161077367144722
2011-08-24,4.351266656966928
2011-08-25,3.333775826052717
2011-08-26,4.585583816353074
2011-08-29,3.2675126269475556
2011-08-30,3.6657725445734113
2011-08-31,3.5009526861154825
2011-09-01,3.1228575735887505
2011-09-02,4.047263783794234
2011-09-05,4.903044558918481
2011-09-06,5.333452611160005
2011-09-07,4.048577893543124
2011-09-08,4.558340637533761
2011-09-09,4.116047318964268
2011-09-12,4.249441597384107
2011-09-13,3.8289256744363804
2011-09-14,4.097538462711301
2011-09-15,4.268739352303214
2011-09-16,3.7107701355618343
2011-09-19,3.9612528500535062
2011-09-20,3.970784940501256
2011-09-21,4.413201658665263
2011-09-22,3.4669839141861596
2011-09-23,3.974228895696174
2011-09-26,4.956002734526349
2011-09-27,4.582030076292969
2011-09-28,4.674589524444353
2011-09-29,4.012215920089017
2011-09-30,4.160498781843011
2011-10-03,4.501118083351463
2011-10-04,4.780127764765465
2011-10-05,3.0241985435585566
2011-10-06,3.342279346475077
2011-10-07,4.654722050701324
2011-10-10,3.8615553221155983
2011-10-11,3.6641396053709614
2011-10-12,3.372919506502198
2011-10-13,3.7224916492279454
2011-10-14,3.2988153582880875
2011-10-17,5.045547136366238
2011-10-18,3.9887819740097132
2011-10-19,3.9710247291186413
2011-10-20,4.294038337583916
2011-10-21,4.481172584633285
2011-10-24,4.47294407827732
2011-10-25,4.536810971953786
2011-10-26,3.684577224604572
2011-10-27,3.8510665975215694
2011-10-28,4.384515827721137
2011-10-31,3.73630546918019
2011-11-01,3.9974466839863876
2011-11-02,4.199381882212407
2011-11-03,4.392592541155188
2011-11-04,3.1111595188148993
2011-11-07,4.3573728249444725
2011-11-08,3.883137971074137
2011-11-09,4.35372885543219
2011-11-10,4.388465846177414
2011-11-11,4.803957530559579
2011-11-14,4.6767268238106015
2011-11-15,4.673285831305148
2011-11-16,4.721835159583119
2011-11-17,4.145689492407973
2011-11-18,4.01609254351842
2011-11-21,4.436408541589167
2011-11-22,4.366040475716511
2011-11-23,3.8454668816308697
2011-11-24,4.202411704404134
2011-11-25,3.982451766607703
2011-11-28,3.573033545769972
2011-11-29,4.645230370688175
2011-11-30,4.027599621265044
2011-12-01,5.024354128849425
2011-12-02,3.1872538649000837
2011-12-05,3.7216106135783167
2011-12-06,4.016319418345436
2011-12-07,4.568690548814457
2011-12-08,4.199734686301093
2011-12-09,4.155236377090375
2011-12-12,3.4363681037229266
2011-12-13,3.4215293013852643
2011-12-14,4.161252330144952
2011-12-15,3.3179470030908207
2011-12-16,3.7340611248553355
2011-12-19,4.250458664542929
2011-12-20,3.5088378638616122
2011-12-21,4.802677981180903
2011-12-22,4.611968172118945
2011-12-23,3.2142900008308497
2011-12-26,3.5338143784090064
2011-12-27,2.857111377752525
2011-12-28,3.6087043187259336
2011-12-29,4.383194238286199
2011-12-30,3.7930525288625714
2012-01-02,4.230398621807984
